"id","quote","author"
"1235","The Best Way To Know God Is To Love Many Things.","Vincent Van Gogh"
"1236","I Like A Man Who Grins When He Fights.","Winston Churchill"
"1237","I Wish To Preach, Not The Doctrine Of Ignoble Ease, But The Doctrine Of The Strenuous Life.","Theodore Roosevelt"
"1238","Hope Is A Waking Dream.","Aristotle"
"1239","The Most Beautiful Thing We Can Experience Is The Mysterious. It Is The Source Of All True Art And Science.","Albert Einstein"
"1240","Once We Accept Our Limits, We Go Beyond Them.","Albert Einstein"
"1241","The greatest truth is honesty, and the greatest falsehood is dishonesty.","Abu Bakr (R.A)"
"1242","People Do Not Lack Strength; They Lack Will.","Victor Hugo"
"1243","To Be Happy We Must Not Be Too Concerned With Others.","Albert Camus"
"1244","We Make Up Horrors To Help Us Cope With The Real Ones.","Stephen King"
"1245","I looked for God. I went to a temple and I didn't find him there. Then I went to a church and I didn't find him there. The I went to a mosque and I didn't find him there. Then finally I looked in my heart and there he was.","Rumi"
"1246","For great men, religion is a way of making friends; small people make religion a fighting tool.","Abdul Kalam"
"1247","Uneasy Lies The Head That Wears A Crown.","William Shakespeare"
"1248","The Hardest Thing To Understand In The World Is The Income Tax.","Albert Einstein"
"1249","Money Demands That You Sell, Not Your Weakness To Men'S Stupidity, But Your Talent To Their Reason.","Ayn Rand"
"1250","Greed makes man blind and foolish, and makes him an easy prey for death.","Rumi"
"1251","No one starts out on top. You have to work your way up.","Muhammad Ali"
"1252","On every dishonest man, there are two watchmen, his possessions, and his way of living.","Umar ibn Al-Khattāb (R.A)"
"1253","Yesterday Is Gone. Tomorrow Has Not Yet Come. We Have Only Today. Let Us Begin.","Mother Teresa"
"1254","Fear only the will of God and you will have no cause to fear anyone else.","Ali ibn Abi Talib (R.A)"
"1255","There cannot be self-restraint in the absence of desire: when there is no adversary, what avails thy courage? Hark, do not castrate thyself, do not become a monk: chastity depends on the existence of lust.","Rumi"
"1256","Man needs his difficulties because they are necessary to enjoy success.","Abdul Kalam"
"1257","As a young citizen of India, armed with technology and love for my nation, I realize, a small aim is a crime.","Abdul Kalam"
"1258","There is no Love greater than Love with no object. For then you, yourself, have become love, itself.","Rumi"
"1259","Silence is golden when you can't think of a good answer.","Muhammad Ali"
"1260","We Have Always Found The Irish A Bit Odd. They Refuse To Be English.","Winston Churchill"
"1261","Learning Never Exhausts The Mind.","Leonardo Da Vinci"
"1262","Our Prime Purpose In This Life Is To Help Others. And If You Can'T Help Them, At Least Don'T Hurt Them.","Dalai Lama"
"1263","Get Your Facts First, Then You Can Distort Them As You Please.","Mark Twain"
"1264","The most important of your affairs in my view is prayer; whoever prays regularly has protected his faith, but whoever neglects it, is bound to be more negligent in other issues of faith.","Umar ibn Al-Khattāb (R.A)"
"1265","The So-Called Peace Path Is Not Peace And It Is Not A Substitute For Jihad And Resistance.","Ahmed Yassin"
"1266","The Christian Resolution To Find The World Ugly And Bad Has Made The World Ugly And Bad.","Friedrich Nietzsche"
"1267","Anger Is An Acid That Can Do More Harm To The Vessel In Which It Is Stored Than To Anything On Which It Is Poured.","Mark Twain"
"1268","My health is in the hands of Allah, who has ways of testing us. Whatever happens, happens. I a'int the greatest - it's Allah. I gave myself a job. I work for God.","Muhammad Ali"
"1269","The person I like most is the one who points out my defects.","Umar ibn Al-Khattāb (R.A)"
"1270","You Don'T Learn To Walk By Following Rules. You Learn By Doing, And By Falling Over.","Richard Branson"
"1271","My soul is from elsewhere, I'm sure of that, and I intend to end up there.","Rumi"
"1272","He who wins through fraud is not a winner.","Umar ibn Al-Khattāb (R.A)"
"1273","It Is No Use Saying, 'We Are Doing Our Best.' You Have Got To Succeed In Doing What Is Necessary.","Winston Churchill"
"1274","Open your arms if you want the Beloved's embrace.","Rumi"
"1275","Taqwaa is not by praying all night and fasting all day but rather it is abiding by the commands of Allah and staying away from His prohibitions.","Umar ibn Al-Khattāb (R.A)"
"1276","In Order To Succeed, Your Desire For Success Should Be Greater Than Your Fear Of Failure.","Bill Cosby"
"1277","It'S Better To Be A Lion For A Day Than A Sheep All Your Life.","Elizabeth Kenny"
"1278","If You Can'T Fly Then Run, If You Can'T Run Then Walk, If You Can'T Walk Then Crawl, But Whatever You Do You Have To Keep Moving Forward.","Martin Luther King  Jr."
"1279","Never make a decision in anger and never make a promise in happiness.","Ali ibn Abi Talib (R.A)"
"1280","Loyalty To The Country Always. Loyalty To The Government When It Deserves It.","Mark Twain"
"1281","When I Am Presented With Good Work, I Accept It. Wherever It Is.","Phylicia Rashad"
"1282","Music Is The Art Of The Prophets And The Gift Of God.","Martin Luther"
"1283","Nothing I'Ve Ever Done Has Given Me More Joys And Rewards Than Being A Father To My Children.","Bill Cosby"
"1284","If I could meet anybody? The prophet Muhammad.","Muhammad Ali"
"1285","Travel brings power and love back into your life.","Rumi"
"1286","God will not place a burden on a man's shoulders knowing that he cannot carry it.","Muhammad Ali"
"1287","I Am Always Ready To Learn Although I Do Not Always Like Being Taught.","Winston Churchill"
"1288","Why are you so enchanted by this world, when a mine of gold lies within you?","Rumi"
"1289","Our greatest strength lies in the gentleness and tenderness of our heart.","Rumi"
"1290","God Writes The Gospel Not In The Bible Alone, But Also On Trees, And In The Flowers And Clouds And Stars.","Martin Luther"
"1291","Keep silent, because the world of silence is a vast fullness.","Rumi"
"1292","It Has Been My Experience That Folks Who Have No Vices Have Very Few Virtues.","Abraham Lincoln"
"1293","You Drown Not By Falling Into A River, But By Staying Submerged In It.","Paulo Coelho"
"1294","The sun is always shining someplace.","Muhammad Ali"
"1295","You Cannot Escape The Responsibility Of Tomorrow By Evading It Today.","Abraham Lincoln"
"1296","If you lose a big fight, it will worry you all of your life. It will plague you - until you get your revenge.","Muhammad Ali"
"1297","There Are No Facts, Only Interpretations.","Friedrich Nietzsche"
"1298","We need to create brand institutions. In the fortune 500 companies, 5 Indian companies are named while 15 are from China though we have similar kind of populations.","Abdul Kalam"
"1299","The wiser a man is, the less talkative will he be.","Ali ibn Abi Talib (R.A)"
"1300","Whoever Is Happy Will Make Others Happy Too.","Anne Frank"
"1301","I'm so mean I make medicine sick!","Muhammad Ali"
"1302","The Dog Is A Gentleman; I Hope To Go To His Heaven Not Man'S.","Mark Twain"
"1303","Reciter and listener of the Qur'an are alike in prize and reward.","Ali ibn Abi Talib (R.A)"
"1304","If anybody seeks your advice, offer right and sincere advice.","Abu Bakr (R.A)"
"1305","I run on the road long before I dance under the lights.","Muhammad Ali"
"1306","Tolerance Implies No Lack Of Commitment To One'S Own Beliefs. Rather It Condemns The Oppression Or Persecution Of Others.","John F. Kennedy"
"1307","You Are Responsible For Your Life. You Can'T Keep Blaming Somebody Else For Your Dysfunction. Life Is Really About Moving On.","Oprah Winfrey"
"1308","Laziness May Appear Attractive, But Work Gives Satisfaction.","Anne Frank"
"1309","To maintain nice relation with the people is half of intelligence, nice questioning is half of knowledge, and nice domestic arrangements is half of the management of livelihood.","Ali ibn Abi Talib (R.A)"
"1310","I Like To Listen. I Have Learned A Great Deal From Listening Carefully. Most People Never Listen.","Ernest Hemingway"
"1311","When a nation is surrounded by weaponized nations, she has to equip herself.","Abdul Kalam"
"1312","A Thorough Knowledge Of The Bible Is Worth More Than A College Education.","Theodore Roosevelt"
"1313","You'Ll Notice That Nancy Reagan Never Drinks Water When Ronnie Speaks.","Robin Williams"
"1314","I Went To The Bank And Proposed That They Lend Money To The Poor People. The Bankers Almost Fell Over.","Muhammad Yunus"
"1315","Sleeping Is No Mean Art: For Its Sake One Must Stay Awake All Day.","Friedrich Nietzsche"
"1316","When setting out on a journey do not seek advice from someone who never left home.","Rumi"
"1317","All Great Achievements Require Time.","Maya Angelou"
"1318","Measuring nuclear yield depends on multiple parameters - the location and number of instruments, the geology of the area, the location of the seismic station in relation to the test site.","Abdul Kalam"
"1319","Jihad is obligatory for the Muslims.","Abu Bakr (R.A)"
"1320","Educationists should build the capacities of the spirit of inquiry, creativity, entrepreneurial and moral leadership among students and become their role model.","Abdul Kalam"
"1321","If You Want Others To Be Happy, Practice Compassion. If You Want To Be Happy, Practice Compassion.","Dalai Lama"
"1322","Let go of your mind and then be mindful. Close your ears and listen!","Rumi"
"1323","Safety lies in silence. It is easier to rectify what you miss by silence, than to secure what you lose by speaking.","Ali ibn Abi Talib (R.A)"
"1324","My toughest fight was with my first wife.","Muhammad Ali"
"1325","I Wish I Could Give You A Taste Of The Burning Fire Of Love. There Is A Fire Blazing Inside Of Me. If I Cry About It, Or If I Don't, The Fire Is At Work, Night And Day.","Rumi"
"1326","I closed my mouth and spoke to you in a hundred silent ways.","Rumi"
"1327","If You Come To Fame Not Understanding Who You Are, It Will Define Who You Are.","Oprah Winfrey"
"1328","Who Could Refrain That Had A Heart To Love And In That Heart Courage To Make Love Known?","William Shakespeare"
"1329","True success is reaching our potential without compromising our values.","Muhammad Ali"
"1330","Never lose hope, my heart, miracles dwell in the invisible. If the whole world turns against you keep your eyes on the Friend.","Rumi"
"1331","To Love is to reach God.","Rumi"
"1332","Madness Is Rare In Individuals - But In Groups, Parties, Nations, And Ages It Is The Rule.","Friedrich Nietzsche"
"1333","There are three signs of a knowledgeable person: knowledge, forbearance and silence.","Ali ibn Abi Talib (R.A)"
"1334","I'M Not In This World To Live Up To Your Expectations And You'Re Not In This World To Live Up To Mine.","Bruce Lee"
"1335","Being Ignorant Is Not So Much A Shame, As Being Unwilling To Learn.","Benjamin Franklin"
"1336","To Be A Christian Without Prayer Is No More Possible Than To Be Alive Without Breathing.","Martin Luther King, Jr."
"1337","Its good to leave each day behind, like flowing water, free of sadness. Yesterday is gone and its tale told. Today new seeds are growing.","Rumi"
"1338","Your body is sacred. You're far more precious than diamonds and pearls, and you should be covered too.","Muhammad Ali"
"1339","To succeed in your mission, you must have single-minded devotion to your goal.","Abdul Kalam"
"1340","Far And Away The Best Prize That Life Has To Offer Is The Chance To Work Hard At Work Worth Doing.","Theodore Roosevelt"
"1341","Paintings Have A Life Of Their Own That Derives From The Painter'S Soul.","Vincent Van Gogh"
"1342","He Who Angers You Conquers You.","Elizabeth Kenny"
"1343","In your light I learn how to love.","Rumi"
"1344","Who do you think's better looking people in the north or people in the south?","Umar ibn Al-Khattāb (R.A)"
"1345","To Improve Is To Change; To Be Perfect Is To Change Often.","Winston Churchill"
"1346","Beautiful people are not always good, but good people are always beautiful.","Ali ibn Abi Talib (R.A)"
"1347","When The Solution Is Simple, God Is Answering.","Albert Einstein"
"1348","My only fault is that I don't realize how great I really am.","Muhammad Ali"
"1349","Economy forced me to become a vegetarian, but I finally starting liking it.","Abdul Kalam"
"1350","Thinking is progress. Non-thinking is stagnation of the individual, organization and the country. Thinking leads to action. Knowledge without action is useless and irrelevant. Knowledge with action, converts adversity into prosperity.","Abdul Kalam"
"1351","The world is darkness; knowledge is light; but knowledge without truth is a mere shadow.","Ali ibn Abi Talib (R.A)"
"1352","Many Foxes Grow Gray But Few Grow Good.","Benjamin Franklin"
"1353","If Everyone Is Moving Forward Together, Then Success Takes Care Of Itself.","Henry Ford"
"1354","A Man Who Is Good Enough To Shed His Blood For The Country Is Good Enough To Be Given A Square Deal Afterwards.","Theodore Roosevelt"
"1355","Forgive people so that Allah may forgive you.","Umar ibn Al-Khattāb (R.A)"
"1356","We Have New Developing Ties With Japan Whom Always Supports Our Democratic Process And Economic Development.","Ali A. Saleh"
"1357","George Washington, As A Boy, Was Ignorant Of The Commonest Accomplishments Of Youth. He Could Not Even Lie.","Mark Twain"
"1358","Those Who Make Peaceful Revolution Impossible Will Make Violent Revolution Inevitable.","John F. Kennedy"
"1359","The more knowledge you have, the greater will be your fear of Allah.","Abu Bakr (R.A)"
"1360","The Attempt To Combine Wisdom And Power Has Only Rarely Been Successful And Then Only For A Short While.","Albert Einstein"
"1361","Silence is an ocean. Speech is a river. When the ocean is searching for you, don't walk into the river. Listen to the ocean.","Rumi"
"1362","It's just a job. Grass grows, birds fly, waves pound the sand. I beat people up.","Muhammad Ali"
"1363","I was willing to accept what I couldn't change.","Abdul Kalam"
"1364","Life Loves To Be Taken By The Lapel And Told: ""I'M With You Kid. Let'S Go.""","Maya Angelou"
"1365","My view is that at a younger age your optimism is more and you have more imagination etc. You have less bias.","Abdul Kalam"
"1366","As a child of God, I am greater than anything that can happen to me.","Abdul Kalam"
"1367","To Lengthen Thy Life, Lessen Thy Meals.","Benjamin Franklin"
"1368","I Gave In, And Admitted That God Was God.","C. S. Lewis"
"1369","Life is a difficult game. You can win it only by retaining your birthright to be a person.","Abdul Kalam"
"1370","Gliders, Sail Planes, They'Re Wonderful Flying Machines. It'S The Closest You Can Come To Being A Bird.","Neil Armstrong"
"1371","Three Can Keep A Secret, If Two Of Them Are Dead.","Benjamin Franklin"
"1372","If This Is Coffee, Please Bring Me Some Tea; But If This Is Tea, Please Bring Me Some Coffee.","Abraham Lincoln"
"1373","Friendship Is A Single Soul Dwelling In Two Bodies.","Aristotle"
"1374","Seek the wisdom that will untie your knot. Seek the path that demands your whole being.","Rumi"
"1375","Without knowledge action is useless and knowledge without action is futile.","Abu Bakr (R.A)"
"1376","Avoidance of sin is lighter than the pain of remorse.","Umar ibn Al-Khattāb (R.A)"
"1377","I will be patient till even patience tires of my patience.","Ali ibn Abi Talib (R.A)"
"1378","Let Every Eye Negotiate For Itself And Trust No Agent.","William Shakespeare"
"1379","Our only hope lies in the power of our love, generosity, tolerance and understanding and our commitment to making the world a better place for all...","Muhammad Ali"
"1380","Do Not Impose On Others What You Yourself Do Not Desire.","Confucius"
"1381","A wise man first thinks and then speaks and a fool speaks first and then thinks.","Ali ibn Abi Talib (R.A)"
"1382","Here is a relationship booster that is guaranteed to work: Every time your spouse or lover says something stupid make your eyes light up as if you just heard something brilliant.","Rumi"
"1383","Many a spoken word is more piercing than an attack.","Ali ibn Abi Talib (R.A)"
"1384","Sell your cleverness and buy bewilderment. Cleverness is mere opinion. Bewilderment brings intuitive knowledge.","Rumi"
"1385","Learning gives creativity. Creativity leads to thinking. Thinking provides knowledge. Knowledge makes you great.","Abdul Kalam"
"1386","It Is Most Pleasant To Commit A Just Action Which Is Disagreeable To Someone Whom One Does Not Like.","Victor Hugo"
"1387","As you start to walk on the way, the way appears.","Rumi"
"1388","Ability Will Never Catch Up With The Demand For It.","Confucius"
"1389","Do not take someone's silence as his pride, perhaps he is busy fighting with his self.","Ali ibn Abi Talib (R.A)"
"1390","Wherever you stand, be the soul of that place.","Rumi"
"1391","Our Prime Purpose In This Life Is To Help Others. And If You Can'T Help Them, At Least Don'T Hurt Them.","Dalai Lama"
"1392","Solitude Is Better Than The Society Of Evil Persons.","Abu Bakr"
"1393","I Believe That Every Person Is Born With Talent.","Maya Angelou"
"1394","Men And Women Belong To Different Species And Communications Between Them Is Still In Its Infancy.","Bill Cosby"
"1395","When your mother dies, it really hurts. But with time, you get used to it. That's nature's way.","Muhammad Ali"
"1396","The best brains of the nation may be found on the last benches of the classroom.","Abdul Kalam"
"1397","He who becomes a Muslim does so in his own interest.","Abu Bakr (R.A)"
"1398","Forget safety. Live where you fear to live. Destroy your reputation. Be notorious.","Rumi"
"1399","I Hear And I Forget. I See And I Remember. I Do And I Understand.","Confucius"
"1400","To Be Perfectly Happy It Does Not Suffice To Possess Happiness, It Is Necessary To Have Deserved It.","Victor Hugo"
"1401","Those who cannot work with their hearts achieve but a hollow, half-hearted success that breeds bitterness all around.","Abdul Kalam"
"1402","Do Not Quench Your Inspiration And Your Imagination; Do Not Become The Slave Of Your Model.","Vincent Van Gogh"
"1403","Being The Richest Man In The Cemetery Doesn'T Matter To Me. Going To Bed At Night Saying We'Ve Done Something Wonderful, That'S What Matters To Me.","Steve Jobs"
"1404","That's okay, I'm still the Greatest.","Muhammad Ali"
"1405","When I Look Into The Future, It'S So Bright It Burns My Eyes.","Oprah Winfrey"
"1406","I'm gonna whup whoever stole my bike!","Muhammad Ali"
"1407","To be a great champion you must believe you are the best. If you're not, pretend you are.","Muhammad Ali"
"1408","Get up sucker and fight. Get up and fight.","Muhammad Ali"
"1409","We Shall Require A Substantially New Manner Of Thinking If Mankind Is To Survive.","Albert Einstein"
"1410","I Try To Build A Full Personality For Each Of Our Cartoon Characters - To Make Them Personalities.","Walt Disney"
"1411","Without Freedom, No Art; Art Lives Only On The Restraints It Imposes On Itself, And Dies Of All Others.","Albert Camus"
"1412","When you're right, nobody remembers. When you're wrong, nobody forgets.","Muhammad Ali"
"1413","We have one life; it soon will be past; what we do for God is all that will last.","Muhammad Ali"
"1414","When we practice loving kindness and compassion we are the first ones to profit.","Rumi"
"1415","I Never Gave Up On Country Music Because I Knew What I Was Doing Was Not That Bad.","Willie Nelson"
"1416","Israel, As The Jewish State, Must Disappear From The Map.","Ahmed Yassin"
"1417","The World Is A Dangerous Place To Live; Not Because Of The People Who Are Evil, But Because Of The People Who Don'T Do Anything About It.","Albert Einstein"
"1418","It Is Not Best That We Should All Think Alike; It Is A Difference Of Opinion That Makes Horse Races.","Mark Twain"
"1419","Intense Love Does Not Measure, It Just Gives.","Mother Teresa"
"1420","A Penny Saved Is A Penny Earned.","Benjamin Franklin"
"1421","Whatever purifies you is the right path, I will not try to define it.","Rumi"
"1422","Coming Together Is A Beginning; Keeping Together Is Progress; Working Together Is Success.","Henry Ford"
"1423","Total commitment is the common denominator among all successful men and women.","Abdul Kalam"
"1424","Rest but never quit. Even the sun has a sinking spell each evening. But it always rises the next morning. At sunrise, every soul is born again.","Muhammad Ali"
"1425","You Can Have No Dominion Greater Or Less Than That Over Yourself.","Leonardo Da Vinci"
"1426","I Want You To Be Concerned About Your Next Door Neighbor. Do You Know Your Next Door Neighbor?","Mother Teresa"
"1427","I shook up the world.","Muhammad Ali"
"1428","I learned that every mortal will taste death. But only some will taste life.","Rumi"
"1429","Parkinson's is my toughest fight. No, it doesn't hurt. It's hard to explain. I'm being tested to see if I'll keep praying, to see if I'll keep my faith. All great people are tested by God.","Muhammad Ali"
"1430","You have been a prisoner of a little pond I am the ocean and its turbulent flood Come merge with me leave this world of ignorance.","Rumi"
"1431","Do not share the knowledge with which you have been blessed with everyone in general, as you do with some people in particular; and know that there are some men in whom Allah, may He he glorified, has placed hidden secrets, which they are forbidden to reveal.","Ali ibn Abi Talib (R.A)"
"1432","Your heart knows the way. Run in that direction.","Rumi"
"1433","The angel is free because of his knowledge, the beast because of his ignorance. Between the two remains the son of man to struggle.","Rumi"
"1434","I Like Not Fair Terms And A Villain'S Mind.","William Shakespeare"
"1435","Our abode in this world is transitory, our life therein is but a loan, our breaths are numbered and our indolence is manifest.","Abu Bakr (R.A)"
"1436","All Credibility, All Good Conscience, All Evidence Of Truth Come Only From The Senses.","Friedrich Nietzsche"
"1437","Once Spirit Was God, Then It Became Man, And Now It Is Even Becoming Mob.","Friedrich Nietzsche"
"1438","Wealth tends to create enemies, whereas knowledge tends to warm hearts.","Ali ibn Abi Talib (R.A)"
"1439","Be afraid of a dignified man when he is hungry and a wicked man when his belly is full.","Ali ibn Abi Talib (R.A)"
"1440","Nothing Says Holidays, Like A Cheese Log.","Ellen DeGeneres"
"1441","A Man Wrapped Up In Himself Makes A Very Small Bundle.","Benjamin Franklin"
"1442","There is a candle in your heart, ready to be kindled. There is a void in your soul, ready to be filled. You feel it, don't you?","Rumi"
"1443","Money and riches don't mean nothing to me. I don't care nothing about being no rich individual. I'm not living for glory or for fame; all this is doomed for destruction. You got it today, tomorrow it's gone. I got bigger things on my mind than that. I got Islam on my mind.","Muhammad Ali"
"1444","I Am The Literary Equivalent Of A Big Mac And Fries.","Stephen King"
"1445","To forgive an oppressor is oppression upon the oppressed.","Umar ibn Al-Khattāb (R.A)"
"1446","Our death is our wedding with eternity.","Rumi"
"1447","Imagination Is More Important Than Knowledge.","Albert Einstein"
"1448","When proven wrong, the wise man will correct himself and the ignorant will keep arguing.","Ali ibn Abi Talib (R.A)"
"1449","Don't grieve. Anything you lose comes round in another form.","Rumi"
"1450","The breeze at dawn has secrets to tell you. Don't go back to sleep.","Rumi"
"1451","Positive Thinking Will Let You Do Everything Better Than Negative Thinking Will.","Zig Ziglar"
"1452","Design Is Not Just What It Looks Like And Feels Like. Design Is How It Works.","Steve Jobs"
"1453","Contentment is a wealth that is never exhausted.","Ali ibn Abi Talib (R.A)"
"1454","There is nothing outside of yourself, look within. Everything you want is there. You are That.","Rumi"
